arch_idx,arch_str,int8_kb,rom_kb,ram_kb,latency_s,current_uA,power_mW,energy_mJ,board,g_model_kb,arena_used_kb,arena_size_kb,arena_used_pct,operators,rom_categories_json,ram_categories_json
579,|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,226.5547,504.1377,366.2861,1.540152,3548.982696899739,11.7116,18.0377,nrf5340dk_3,226.5547,91.6445,350.0,26,78,"{""(no paths)"": 267.9434, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
580,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|skip_connect~0|skip_connect~1|none~2|,136.7969,414.3799,366.2861,1.741784,3421.97845187824,11.2925,19.6691,nrf5340dk_2,136.7969,79.1445,350.0,22,63,"{""(no paths)"": 178.1855, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
581,|nor_conv_1x1~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_1x1~2|,493.4609,771.0439,366.2861,5.000187,3529.7787012677645,11.6483,58.2435,nrf5340dk_3,493.4609,121.3164,350.0,34,153,"{""(no paths)"": 534.8496, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
583,|none~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,91.6641,369.2471,366.2861,1.00718,3550.815891174123,11.7177,11.8018,nrf5340dk_1,91.6641,49.1289,350.0,14,48,"{""(no paths)"": 133.0527, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
584,|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|skip_connect~2|,404.5703,682.1533,366.2861,4.666145,3476.6863049255494,11.4731,53.535,nrf5340dk_2,404.5703,109.1289,350.0,31,138,"{""(no paths)"": 445.959, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
585,|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,706.8203,984.4033,366.2861,6.421208,3523.320371530562,11.627,74.6591,nrf5340dk_1,706.8203,123.0352,350.0,35,168,"{""(no paths)"": 748.209, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
586,|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,701.5156,979.0986,366.2861,5.518829,3605.433895570316,11.8979,65.6626,nrf5340dk_3,701.5156,119.8789,350.0,34,138,"{""(no paths)"": 742.9043, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
587,|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_3x3~2|,658.1328,935.7158,366.2861,5.481285,3534.603581162713,11.6642,63.9348,nrf5340dk_2,658.1328,114.8477,350.0,32,138,"{""(no paths)"": 699.5215, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
588,|nor_conv_1x1~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,436.5703,714.1533,366.2861,2.796743,3566.300092310572,11.7688,32.9143,nrf5340dk_1,436.5703,91.6914,350.0,26,78,"{""(no paths)"": 477.959, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
589,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|skip_connect~2|,404.5703,682.1533,366.2861,4.710356,3536.520813720611,11.6705,54.9723,nrf5340dk_3,404.5703,109.1289,350.0,31,138,"{""(no paths)"": 445.959, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
590,|nor_conv_3x3~0|+|none~0|none~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|,396.3906,673.9736,366.2861,3.451858,3539.402270765758,11.68,40.3178,nrf5340dk_2,396.3906,72.832,350.0,20,93,"{""(no paths)"": 437.7793, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
591,|nor_conv_1x1~0|+|none~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,436.5703,714.1533,366.2861,2.823644,3617.004455898762,11.9361,33.7033,nrf5340dk_3,436.5703,91.6914,350.0,26,78,"{""(no paths)"": 477.959, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
592,|none~0|+|none~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,88.7344,366.3174,366.2861,0.746216,3653.895577821032,12.0579,8.9978,nrf5340dk_1,88.7344,47.3008,350.0,13,33,"{""(no paths)"": 130.123, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
594,|none~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|skip_connect~1|none~2|,85.3828,362.9658,366.2861,0.545497,3519.0817741760184,11.613,6.3348,nrf5340dk_2,85.3828,45.1445,350.0,12,18,"{""(no paths)"": 126.7715, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
595,|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|none~2|,140.2344,417.8174,366.2861,1.961234,3534.709939864896,11.6645,22.8769,nrf5340dk_3,140.2344,65.3008,350.0,18,78,"{""(no paths)"": 181.623, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
596,|none~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,341.1484,618.7314,366.2861,1.423649,3533.8147915164545,11.6616,16.9044,nrf5340dk_2,341.1484,51.9727,350.0,14,32,"{""(no paths)"": 382.5371, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
597,|skip_connect~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|avg_pool_3x3~2|,393.6797,671.2627,366.2861,2.759278,3597.0429716920175,11.8702,32.7533,nrf5340dk_1,393.6797,71.0352,350.0,20,78,"{""(no paths)"": 435.0684, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
598,|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_1x1~2|,692.875,970.458,366.2861,4.352432,3640.5679104126675,12.0139,52.2896,nrf5340dk_3,692.875,98.6602,350.0,28,93,"{""(no paths)"": 734.2637, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
599,|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,615.1406,892.7236,366.2861,5.448201,3555.4497021677284,11.733,63.9237,nrf5340dk_1,615.1406,110.0664,350.0,31,138,"{""(no paths)"": 656.5293, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
601,|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,149.3516,426.9346,366.2861,2.130396,3448.002867150991,11.3784,24.3344,nrf5340dk_2,149.3516,87.0508,350.0,24,123,"{""(no paths)"": 190.7402, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
603,|skip_connect~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,143.0859,420.6689,366.2861,2.2224779999999997,3506.2384726744976,11.5706,25.7154,nrf5340dk_3,143.0859,83.1289,350.0,23,93,"{""(no paths)"": 184.4746, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
604,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|skip_connect~2|,663.7422,941.3252,366.2861,6.375349,3537.1219114386076,11.6725,74.4163,nrf5340dk_1,663.7422,118.2539,350.0,33,168,"{""(no paths)"": 705.1309, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
605,|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,411.25,688.833,366.2861,5.067277,3516.2780929737733,11.6037,58.7993,nrf5340dk_2,411.25,113.5352,350.0,32,168,"{""(no paths)"": 452.6387, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
606,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|none~2|,88.7812,366.3643,366.2861,0.746065,3657.8426490908505,12.0709,9.0057,nrf5340dk_1,88.7812,47.3008,350.0,13,33,"{""(no paths)"": 130.1699, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
607,|skip_connect~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|,534.3047,811.8877,366.2861,3.83489,3570.475822862873,11.7826,45.1849,nrf5340dk_3,534.3047,125.0664,350.0,35,138,"{""(no paths)"": 575.6934, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
608,|nor_conv_3x3~0|+|none~0|none~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,353.4922,631.0752,366.2861,3.413091,3563.683895823113,11.7602,40.1385,nrf5340dk_2,353.4922,68.0977,350.0,19,93,"{""(no paths)"": 394.8809, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
610,|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|none~0|skip_connect~1|skip_connect~2|,611.6406,889.2236,366.2861,5.684503,3537.3562421672345,11.6733,66.3568,nrf5340dk_1,611.6406,91.9414,350.0,26,123,"{""(no paths)"": 653.0293, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
611,|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|,436.5547,714.1377,366.2861,2.793379,3564.5708494952996,11.7631,32.8587,nrf5340dk_2,436.5547,91.6914,350.0,26,78,"{""(no paths)"": 477.9434, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
612,|none~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_1x1~1|none~2|,88.7578,366.3408,366.2861,0.752239,3664.5620624744893,12.0931,9.0969,nrf5340dk_3,88.7578,47.3008,350.0,13,33,"{""(no paths)"": 130.1465, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
613,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|none~1|skip_connect~2|,396.4688,674.0518,366.2861,3.453252,3548.843918452386,11.7112,40.4417,nrf5340dk_1,396.4688,88.2695,350.0,25,93,"{""(no paths)"": 437.8574, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
614,|skip_connect~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|none~2|,180.3594,457.9424,366.2861,1.28525,3482.302101510091,11.4916,14.7696,nrf5340dk_2,180.3594,68.7539,350.0,19,63,"{""(no paths)"": 221.748, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
615,|skip_connect~0|+|nor_conv_3x3~0|none~1|+|none~0|nor_conv_1x1~1|skip_connect~2|,390.3203,667.9033,366.2861,2.58204,3614.3752527774823,11.9274,30.7971,nrf5340dk_3,390.3203,68.8008,350.0,19,63,"{""(no paths)"": 431.709, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
616,|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,390.3281,667.9111,366.2861,2.5555630000000003,3558.8026005489637,11.744,30.0127,nrf5340dk_2,390.3281,69.3633,350.0,19,63,"{""(no paths)"": 431.7168, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
617,|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|none~2|,603.7031,881.2861,366.2861,4.026837,3622.509871000819,11.9543,48.1379,nrf5340dk_1,603.7031,87.0352,350.0,24,78,"{""(no paths)"": 645.0918, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
618,|nor_conv_3x3~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|,660.4062,937.9893,366.2861,6.231852,3571.3786230901032,11.7855,73.4458,nrf5340dk_3,660.4062,132.082,350.0,37,153,"{""(no paths)"": 701.7949, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
619,|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|none~2|,183.6875,461.2705,366.2861,1.337753,3537.862532994296,11.6749,15.642,nrf5340dk_2,183.6875,70.9727,350.0,20,78,"{""(no paths)"": 225.0762, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
620,|none~0|+|skip_connect~0|none~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,88.7344,366.3174,366.2861,0.753831,3700.1911092479313,12.2106,9.2048,nrf5340dk_3,88.7344,47.3008,350.0,13,33,"{""(no paths)"": 130.123, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
621,|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,496.8203,774.4033,366.2861,5.153605,3495.8325044234903,11.5362,59.4533,nrf5340dk_1,496.8203,122.9258,350.0,35,168,"{""(no paths)"": 538.209, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
622,|nor_conv_1x1~0|+|none~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|skip_connect~2|,436.5547,714.1377,366.2861,2.795621,3565.075554830738,11.7647,32.8898,nrf5340dk_2,436.5547,91.6914,350.0,26,78,"{""(no paths)"": 477.9434, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
623,|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|nor_conv_1x1~2|,701.6172,979.2002,366.2861,5.5181379999999995,3606.5873117727183,11.9017,65.6754,nrf5340dk_3,701.6172,119.9258,350.0,34,138,"{""(no paths)"": 743.0059, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
624,|avg_pool_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|none~2|,92.1016,369.6846,366.2861,0.947654,3711.424521240907,12.2477,11.6066,nrf5340dk_1,92.1016,49.4727,350.0,14,48,"{""(no paths)"": 133.4902, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
625,|nor_conv_1x1~0|+|none~0|nor_conv_3x3~1|+|none~0|nor_conv_1x1~1|skip_connect~2|,436.5547,714.1377,366.2861,2.824058,3615.1303258120183,11.9299,33.6908,nrf5340dk_3,436.5547,75.6914,350.0,21,78,"{""(no paths)"": 477.9434, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
626,|nor_conv_1x1~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_3x3~2|,695.3828,972.9658,366.2861,4.562902,3564.248332425984,11.762,53.6689,nrf5340dk_2,695.3828,116.4102,350.0,33,108,"{""(no paths)"": 736.7715, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
627,|skip_connect~0|+|none~0|avg_pool_3x3~1|+|skip_connect~0|none~1|nor_conv_1x1~2|,137.9219,415.5049,366.2861,1.247539,3545.924295399155,11.7016,14.5981,nrf5340dk_1,137.9219,80.0195,350.0,22,63,"{""(no paths)"": 179.3105, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
628,|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|skip_connect~2|,350.1562,627.7393,366.2861,3.208496,3538.066658054614,11.6756,37.4612,nrf5340dk_2,350.1562,65.9258,350.0,18,78,"{""(no paths)"": 391.5449, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
630,|skip_connect~0|+|none~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,341.1484,618.7314,366.2861,2.054931,3652.276352202087,12.0525,24.7671,nrf5340dk_3,341.1484,51.9727,350.0,14,32,"{""(no paths)"": 382.5371, ""ZEPHYR_BASE"": 42.4736, ""OUTPUT_DIR"": 0.2969, ""/"": 0.5215, ""WORKSPACE"": 167.9707, ""(hidden)"": 24.9316}","{""(no paths)"": 355.4609, ""ZEPHYR_BASE"": 10.6299, ""WORKSPACE"": 0.166, ""(hidden)"": 0.0293}"
