arch_idx,stage,int8_kb,overflow_kb,board
7288,infeasible,856.5547,856,nrf5340dk
7294,infeasible,1210.6797,1210,nrf5340dk
7313,infeasible,957.1016,957,nrf5340dk
7326,infeasible,954.3047,954,nrf5340dk
7335,infeasible,1000.6797,1000,nrf5340dk
7337,infeasible,1000.6797,1000,nrf5340dk
7363,infeasible,914.0312,914,nrf5340dk
7372,infeasible,750.4609,,nrf5340dk_2
7403,infeasible,870.9141,870,nrf5340dk
7408,infeasible,1000.6797,1000,nrf5340dk
7412,infeasible,750.3594,,nrf5340dk_3
7419,infeasible,865.6406,865,nrf5340dk
7430,infeasible,911.1016,911,nrf5340dk
7442,infeasible,1000.6797,1000,nrf5340dk
7463,infeasible,957.0938,957,nrf5340dk
7524,infeasible,750.3594,,nrf5340dk_2
7525,infeasible,1167.0,1167,nrf5340dk
7530,infeasible,868.1328,868,nrf5340dk
7534,infeasible,957.5625,957,nrf5340dk
7548,infeasible,916.8203,916,nrf5340dk
7555,infeasible,911.625,911,nrf5340dk
7557,infeasible,1170.4531,1170,nrf5340dk
7570,infeasible,1121.1016,1121,nrf5340dk
7608,infeasible,911.6172,911,nrf5340dk
7619,infeasible,1161.7969,1161,nrf5340dk
7632,infeasible,1420.6797,1420,nrf5340dk
7664,infeasible,1112.8672,1112,nrf5340dk
7701,infeasible,868.1328,868,nrf5340dk
7715,infeasible,911.625,911,nrf5340dk
7720,infeasible,1167.1016,1167,nrf5340dk
7801,infeasible,914.0312,914,nrf5340dk
7802,infeasible,914.0312,914,nrf5340dk
7804,infeasible,1121.6172,1121,nrf5340dk
7819,infeasible,911.6172,911,nrf5340dk
7826,infeasible,750.4531,,nrf5340dk_3
7832,infeasible,868.1328,868,nrf5340dk
7843,infeasible,911.625,911,nrf5340dk
7844,infeasible,911.75,911,nrf5340dk
7845,infeasible,911.5234,911,nrf5340dk
7855,infeasible,790.6797,,nrf5340dk_3
7874,infeasible,861.8516,861,nrf5340dk
7898,infeasible,864.6875,864,nrf5340dk
7901,infeasible,747.0,,nrf5340dk_2
7905,infeasible,747.5625,,nrf5340dk_3
7906,infeasible,916.8203,916,nrf5340dk
7921,infeasible,868.5703,868,nrf5340dk
7926,infeasible,750.4531,,nrf5340dk_1
7963,infeasible,1170.4531,1170,nrf5340dk
7966,infeasible,862.0,862,nrf5340dk
7968,infeasible,902.8672,902,nrf5340dk
7972,infeasible,868.1328,868,nrf5340dk
7990,infeasible,870.4062,870,nrf5340dk
8002,infeasible,916.8203,916,nrf5340dk
8004,infeasible,865.6328,865,nrf5340dk
8012,infeasible,1164.2031,1164,nrf5340dk
8037,infeasible,957.5625,957,nrf5340dk
8052,infeasible,908.1641,908,nrf5340dk
8058,infeasible,954.3047,954,nrf5340dk
8063,infeasible,865.2031,865,nrf5340dk
8093,infeasible,1121.5156,1121,nrf5340dk
8101,infeasible,1118.2656,1118,nrf5340dk
8102,infeasible,1210.6797,1210,nrf5340dk
8110,infeasible,865.1172,865,nrf5340dk
8114,infeasible,914.4531,914,nrf5340dk
8134,infeasible,905.4766,905,nrf5340dk
8135,infeasible,916.8203,916,nrf5340dk
8162,infeasible,747.0,,nrf5340dk_2
8212,infeasible,960.4531,960,nrf5340dk
8228,infeasible,960.3594,960,nrf5340dk
8248,infeasible,868.5469,868,nrf5340dk
8254,infeasible,908.2734,908,nrf5340dk
8277,infeasible,862.9453,862,nrf5340dk
8286,infeasible,957.5625,957,nrf5340dk
8312,infeasible,861.8516,861,nrf5340dk
8343,infeasible,951.7031,951,nrf5340dk
8352,infeasible,905.3828,905,nrf5340dk
8365,infeasible,902.4688,902,nrf5340dk
8399,infeasible,911.75,911,nrf5340dk
8400,infeasible,868.1328,868,nrf5340dk
8420,infeasible,1112.4688,1112,nrf5340dk
8423,infeasible,865.1172,865,nrf5340dk
8424,infeasible,870.9141,870,nrf5340dk
8449,infeasible,908.0781,908,nrf5340dk
8452,infeasible,1124.4531,1124,nrf5340dk
8457,infeasible,911.4297,911,nrf5340dk
8463,infeasible,870.9141,870,nrf5340dk
8485,infeasible,960.4531,960,nrf5340dk
8498,infeasible,1121.5234,1121,nrf5340dk
8506,infeasible,859.0625,859,nrf5340dk
8510,infeasible,1167.5625,1167,nrf5340dk
8514,infeasible,908.4062,908,nrf5340dk
8515,infeasible,862.7031,862,nrf5340dk
8524,infeasible,911.6172,911,nrf5340dk
8529,infeasible,867.0469,867,nrf5340dk
8549,infeasible,951.7109,951,nrf5340dk
8557,infeasible,910.6719,910,nrf5340dk
8581,infeasible,908.7344,908,nrf5340dk
8590,infeasible,910.6719,910,nrf5340dk
8616,infeasible,911.75,911,nrf5340dk
8619,infeasible,865.2031,865,nrf5340dk
8621,infeasible,913.4609,913,nrf5340dk
8624,infeasible,908.2656,908,nrf5340dk
8625,infeasible,790.6797,,nrf5340dk_2
8641,infeasible,908.1641,908,nrf5340dk
8654,infeasible,1167.0,1167,nrf5340dk
8662,infeasible,1000.6797,1000,nrf5340dk
8680,infeasible,868.5469,868,nrf5340dk
8695,infeasible,747.0,,nrf5340dk_3
8725,infeasible,910.6719,910,nrf5340dk
8726,infeasible,862.9375,862,nrf5340dk
8733,infeasible,861.7656,861,nrf5340dk
8753,infeasible,747.5625,,nrf5340dk_3
8754,infeasible,1164.2031,1164,nrf5340dk
8761,infeasible,911.75,911,nrf5340dk
8771,infeasible,871.4766,871,nrf5340dk
8804,infeasible,864.2578,864,nrf5340dk
8822,infeasible,917.3906,917,nrf5340dk
8827,infeasible,747.0938,,nrf5340dk_1
8838,infeasible,905.3828,905,nrf5340dk
8840,infeasible,865.2031,865,nrf5340dk
8847,infeasible,1121.4297,1121,nrf5340dk
8849,infeasible,914.0312,914,nrf5340dk
8851,infeasible,911.5156,911,nrf5340dk
8852,infeasible,868.1328,868,nrf5340dk
8860,infeasible,913.4609,913,nrf5340dk
8875,infeasible,865.2031,865,nrf5340dk
8880,infeasible,747.0,,nrf5340dk_1
8891,infeasible,1170.3594,1170,nrf5340dk
8901,infeasible,750.4609,,nrf5340dk_3
8938,infeasible,868.1328,868,nrf5340dk
8941,infeasible,856.5547,856,nrf5340dk
8946,infeasible,874.2578,874,nrf5340dk
8992,infeasible,914.5391,914,nrf5340dk
8993,infeasible,1164.3047,1164,nrf5340dk
9000,infeasible,874.2578,874,nrf5340dk
9003,infeasible,870.3984,870,nrf5340dk
9016,infeasible,861.7656,861,nrf5340dk
9027,infeasible,873.7422,873,nrf5340dk
9045,infeasible,911.6172,911,nrf5340dk
9049,infeasible,1380.4531,1380,nrf5340dk
9052,infeasible,916.8203,916,nrf5340dk
9066,infeasible,867.6172,867,nrf5340dk
9070,infeasible,871.3828,871,nrf5340dk
9080,infeasible,747.0,,nrf5340dk_2
9086,infeasible,920.1562,920,nrf5340dk
9094,infeasible,905.3828,905,nrf5340dk
9106,infeasible,750.3594,,nrf5340dk_1
9112,infeasible,902.875,902,nrf5340dk
9121,infeasible,870.4062,870,nrf5340dk
9141,infeasible,1124.0312,1124,nrf5340dk
9146,infeasible,865.2031,865,nrf5340dk
9149,infeasible,916.8203,916,nrf5340dk
9172,infeasible,907.8828,907,nrf5340dk
9189,infeasible,871.4766,871,nrf5340dk
9192,infeasible,868.1328,868,nrf5340dk
9205,infeasible,870.9141,870,nrf5340dk
9211,infeasible,867.9844,867,nrf5340dk
9225,infeasible,862.7109,862,nrf5340dk
9228,infeasible,867.6172,867,nrf5340dk
9263,infeasible,868.4609,868,nrf5340dk
9274,infeasible,747.1016,,nrf5340dk_3
9288,infeasible,954.3047,954,nrf5340dk
9310,infeasible,911.5234,911,nrf5340dk
9315,infeasible,914.0312,914,nrf5340dk
9350,infeasible,905.4688,905,nrf5340dk
9354,infeasible,954.2031,954,nrf5340dk
9359,infeasible,856.5547,856,nrf5340dk
9417,infeasible,861.8516,861,nrf5340dk
9431,infeasible,914.4531,914,nrf5340dk
9436,infeasible,1374.2031,1374,nrf5340dk
9448,infeasible,913.4609,913,nrf5340dk
9451,infeasible,1167.1016,1167,nrf5340dk
9453,infeasible,873.7422,873,nrf5340dk
9455,infeasible,917.3906,917,nrf5340dk
9477,infeasible,920.1562,920,nrf5340dk
9487,infeasible,865.8672,865,nrf5340dk
9494,infeasible,1161.7969,1161,nrf5340dk
9524,infeasible,862.4141,862,nrf5340dk
9528,infeasible,914.0312,914,nrf5340dk
9548,infeasible,960.4531,960,nrf5340dk
9564,infeasible,877.0859,877,nrf5340dk
9572,infeasible,868.1328,868,nrf5340dk
9574,infeasible,859.0625,859,nrf5340dk
9586,infeasible,1118.0781,1118,nrf5340dk
9596,infeasible,1000.6797,1000,nrf5340dk
9597,infeasible,1115.3828,1115,nrf5340dk
9600,infeasible,905.3828,905,nrf5340dk
9608,infeasible,790.6797,,nrf5340dk_2
9621,infeasible,908.2734,908,nrf5340dk
9624,infeasible,911.7578,911,nrf5340dk
9648,infeasible,957.1016,957,nrf5340dk
9653,infeasible,862.3594,862,nrf5340dk
9656,infeasible,865.1094,865,nrf5340dk
9661,infeasible,908.7344,908,nrf5340dk
9668,infeasible,861.8516,861,nrf5340dk
9685,infeasible,916.8203,916,nrf5340dk
9692,infeasible,908.1719,908,nrf5340dk
9718,infeasible,911.1016,911,nrf5340dk
9728,infeasible,1126.8203,1126,nrf5340dk
9747,infeasible,951.7969,951,nrf5340dk
9748,infeasible,861.8516,861,nrf5340dk
9785,infeasible,911.75,911,nrf5340dk
9803,infeasible,917.3906,917,nrf5340dk
9814,infeasible,1130.1562,1130,nrf5340dk
9818,infeasible,868.1328,868,nrf5340dk
9822,infeasible,750.4609,,nrf5340dk_3
9851,infeasible,913.4609,913,nrf5340dk
9876,infeasible,865.7656,865,nrf5340dk
9890,infeasible,917.3672,917,nrf5340dk
9902,infeasible,750.4531,,nrf5340dk_3
9903,infeasible,957.0,957,nrf5340dk
9908,infeasible,747.0,,nrf5340dk_1
9921,infeasible,865.2031,865,nrf5340dk
9923,infeasible,957.0938,957,nrf5340dk
9930,infeasible,1377.0,1377,nrf5340dk
9941,infeasible,861.8516,861,nrf5340dk
9961,infeasible,1124.4531,1124,nrf5340dk
9968,infeasible,960.3594,960,nrf5340dk
9974,infeasible,865.2031,865,nrf5340dk
9983,infeasible,870.4062,870,nrf5340dk
9992,infeasible,905.4688,905,nrf5340dk
10000,infeasible,957.0,957,nrf5340dk
10004,infeasible,856.5547,856,nrf5340dk
10007,infeasible,960.4531,960,nrf5340dk
10018,infeasible,917.3672,917,nrf5340dk
10028,infeasible,870.9141,870,nrf5340dk
10040,infeasible,862.9453,862,nrf5340dk
10054,infeasible,905.3828,905,nrf5340dk
10059,infeasible,862.6172,862,nrf5340dk
10063,infeasible,1000.6797,1000,nrf5340dk
10068,infeasible,870.9531,870,nrf5340dk
10073,infeasible,960.4531,960,nrf5340dk
10087,infeasible,911.5156,911,nrf5340dk
10104,infeasible,1170.4531,1170,nrf5340dk
10121,infeasible,908.7344,908,nrf5340dk
10128,infeasible,856.5547,856,nrf5340dk
10129,infeasible,916.8203,916,nrf5340dk
10131,infeasible,861.7656,861,nrf5340dk
10165,infeasible,957.0,957,nrf5340dk
10197,infeasible,957.5625,957,nrf5340dk
10206,infeasible,905.3828,905,nrf5340dk
10213,infeasible,908.7344,908,nrf5340dk
10231,infeasible,957.1016,957,nrf5340dk
10239,infeasible,861.8516,861,nrf5340dk
10241,infeasible,865.2031,865,nrf5340dk
10274,infeasible,750.3594,,nrf5340dk_1
10281,infeasible,1164.3047,1164,nrf5340dk
10310,infeasible,856.5547,856,nrf5340dk
10319,infeasible,864.7812,864,nrf5340dk
10321,infeasible,960.4609,960,nrf5340dk
10335,infeasible,865.2031,865,nrf5340dk
10337,infeasible,913.4609,913,nrf5340dk
10359,infeasible,920.1562,920,nrf5340dk
10360,infeasible,911.1016,911,nrf5340dk
10370,infeasible,861.7578,861,nrf5340dk
10375,infeasible,960.3594,960,nrf5340dk
10381,infeasible,873.7422,873,nrf5340dk
10400,infeasible,1000.6797,1000,nrf5340dk
10436,infeasible,1210.6797,1210,nrf5340dk
10439,infeasible,910.6719,910,nrf5340dk
10476,infeasible,914.5469,914,nrf5340dk
10523,infeasible,911.6172,911,nrf5340dk
10545,infeasible,910.6719,910,nrf5340dk
10551,infeasible,868.5703,868,nrf5340dk
10563,infeasible,750.3594,,nrf5340dk_3
10573,infeasible,750.3594,,nrf5340dk_2
10575,infeasible,1121.75,1121,nrf5340dk
10578,infeasible,1124.0312,1124,nrf5340dk
10585,infeasible,871.4922,871,nrf5340dk
10593,infeasible,790.6797,,nrf5340dk_2
10598,infeasible,960.3594,960,nrf5340dk
10607,infeasible,861.8516,861,nrf5340dk
10611,infeasible,856.5781,856,nrf5340dk
10632,infeasible,910.6719,910,nrf5340dk
10636,infeasible,867.0469,867,nrf5340dk
10637,infeasible,1161.7109,1161,nrf5340dk
10654,infeasible,916.8203,916,nrf5340dk
10676,infeasible,957.0,957,nrf5340dk
10699,infeasible,908.0781,908,nrf5340dk
10709,infeasible,907.8828,907,nrf5340dk
10721,infeasible,1000.6797,1000,nrf5340dk
10733,infeasible,908.1797,908,nrf5340dk
10739,infeasible,1167.5625,1167,nrf5340dk
10749,infeasible,1170.4531,1170,nrf5340dk
10767,infeasible,954.2031,954,nrf5340dk
10770,infeasible,960.4531,960,nrf5340dk
10771,infeasible,870.9141,870,nrf5340dk
10779,infeasible,1118.7344,1118,nrf5340dk
10793,infeasible,908.8203,908,nrf5340dk
10803,infeasible,951.7969,951,nrf5340dk
10804,infeasible,916.8203,916,nrf5340dk
10806,infeasible,868.0391,868,nrf5340dk
10838,infeasible,861.7656,861,nrf5340dk
10861,infeasible,1210.6797,1210,nrf5340dk
10862,infeasible,868.5703,868,nrf5340dk
10866,infeasible,867.6172,867,nrf5340dk
10896,infeasible,1120.6719,1120,nrf5340dk
10906,infeasible,911.2422,911,nrf5340dk
10924,infeasible,1123.9453,1123,nrf5340dk
10928,infeasible,862.7109,862,nrf5340dk
10940,infeasible,867.6172,867,nrf5340dk
10948,infeasible,867.5625,867,nrf5340dk
10967,infeasible,870.4062,870,nrf5340dk
10988,infeasible,954.3047,954,nrf5340dk
10992,infeasible,960.4531,960,nrf5340dk
11009,infeasible,960.3594,960,nrf5340dk
11011,infeasible,911.5234,911,nrf5340dk
11012,infeasible,916.8203,916,nrf5340dk
11013,infeasible,865.2031,865,nrf5340dk
11027,infeasible,859.9141,859,nrf5340dk
11031,infeasible,914.0391,914,nrf5340dk
11048,infeasible,864.2578,864,nrf5340dk
11060,infeasible,750.4531,,nrf5340dk_1
11064,infeasible,1118.7344,1118,nrf5340dk
11076,infeasible,871.3281,871,nrf5340dk
11097,infeasible,1121.75,1121,nrf5340dk
11104,infeasible,911.5312,911,nrf5340dk
11105,infeasible,910.6719,910,nrf5340dk
11140,infeasible,870.9141,870,nrf5340dk
11145,infeasible,861.7656,861,nrf5340dk
11162,infeasible,913.9453,913,nrf5340dk
11191,infeasible,868.1328,868,nrf5340dk
11198,infeasible,856.5547,856,nrf5340dk
11201,infeasible,856.5547,856,nrf5340dk
11232,infeasible,861.7656,861,nrf5340dk
11235,infeasible,960.4609,960,nrf5340dk
11237,infeasible,911.4297,911,nrf5340dk
11244,infeasible,920.1562,920,nrf5340dk
11254,infeasible,911.625,911,nrf5340dk
11271,infeasible,865.6406,865,nrf5340dk
11288,infeasible,905.4688,905,nrf5340dk
11294,infeasible,911.5312,911,nrf5340dk
11296,infeasible,1170.3594,1170,nrf5340dk
11298,infeasible,908.0781,908,nrf5340dk
11307,infeasible,747.0,,nrf5340dk_1
11331,infeasible,908.7344,908,nrf5340dk
11351,infeasible,867.5625,867,nrf5340dk
11372,infeasible,916.8203,916,nrf5340dk
11377,infeasible,865.2031,865,nrf5340dk
11400,infeasible,908.1719,908,nrf5340dk
11401,infeasible,911.5312,911,nrf5340dk
11412,infeasible,1377.5625,1377,nrf5340dk
11419,infeasible,868.4531,868,nrf5340dk
11437,infeasible,911.5234,911,nrf5340dk
11439,infeasible,913.9375,913,nrf5340dk
11441,infeasible,856.5625,856,nrf5340dk
11453,infeasible,862.2656,862,nrf5340dk
11456,infeasible,913.4609,913,nrf5340dk
11457,infeasible,1170.3594,1170,nrf5340dk
11462,infeasible,865.3516,865,nrf5340dk
11465,infeasible,862.2734,862,nrf5340dk
11471,infeasible,864.7812,864,nrf5340dk
11480,infeasible,856.5547,856,nrf5340dk
11485,infeasible,867.9844,867,nrf5340dk
11493,infeasible,871.4922,871,nrf5340dk
11500,infeasible,910.6719,910,nrf5340dk
11506,infeasible,865.6328,865,nrf5340dk
11512,infeasible,1167.0938,1167,nrf5340dk
11514,infeasible,914.0312,914,nrf5340dk
11528,infeasible,1164.2031,1164,nrf5340dk
11568,infeasible,865.2031,865,nrf5340dk
11569,infeasible,865.3438,865,nrf5340dk
11584,infeasible,911.1016,911,nrf5340dk
11614,infeasible,914.0312,914,nrf5340dk
11638,infeasible,920.1562,920,nrf5340dk
11647,infeasible,916.8203,916,nrf5340dk
11662,infeasible,868.1328,868,nrf5340dk
11667,infeasible,750.4531,,nrf5340dk_1
11705,infeasible,856.5859,856,nrf5340dk
11711,infeasible,913.4609,913,nrf5340dk
11754,infeasible,1161.7969,1161,nrf5340dk
11777,infeasible,951.7969,951,nrf5340dk
11778,infeasible,905.3828,905,nrf5340dk
11783,infeasible,905.3828,905,nrf5340dk
11797,infeasible,747.0,,nrf5340dk_2
11823,infeasible,916.8203,916,nrf5340dk
11824,infeasible,874.2578,874,nrf5340dk
11831,infeasible,856.5703,856,nrf5340dk
11863,infeasible,914.0391,914,nrf5340dk
11876,infeasible,868.1328,868,nrf5340dk
11879,infeasible,868.1328,868,nrf5340dk
11882,infeasible,790.6797,,nrf5340dk_1
11887,infeasible,747.0,,nrf5340dk_2
11900,infeasible,951.7031,951,nrf5340dk
11915,infeasible,960.3594,960,nrf5340dk
11928,infeasible,916.8203,916,nrf5340dk
11934,infeasible,870.9141,870,nrf5340dk
11964,infeasible,1117.8828,1117,nrf5340dk
11975,infeasible,914.0312,914,nrf5340dk
11985,infeasible,914.0312,914,nrf5340dk
11987,infeasible,865.2031,865,nrf5340dk
11988,infeasible,1123.9375,1123,nrf5340dk
12005,infeasible,1167.1016,1167,nrf5340dk
12015,infeasible,747.1016,,nrf5340dk_1
12017,infeasible,867.9844,867,nrf5340dk
12024,infeasible,862.4219,862,nrf5340dk
12025,infeasible,914.0312,914,nrf5340dk
12027,infeasible,1115.3828,1115,nrf5340dk
12029,infeasible,865.1172,865,nrf5340dk
12045,infeasible,1170.4609,1170,nrf5340dk
12055,infeasible,868.5625,868,nrf5340dk
12068,infeasible,910.6719,910,nrf5340dk
12076,infeasible,1161.7109,1161,nrf5340dk
12101,infeasible,750.4531,,nrf5340dk_1
12117,infeasible,1000.6797,1000,nrf5340dk
12118,infeasible,1380.3594,1380,nrf5340dk
12156,infeasible,790.6797,,nrf5340dk_1
12160,infeasible,960.4609,960,nrf5340dk
12180,infeasible,856.5547,856,nrf5340dk
12182,infeasible,916.8203,916,nrf5340dk
12184,infeasible,1115.3828,1115,nrf5340dk
12201,infeasible,957.0,957,nrf5340dk
12212,infeasible,747.5625,,nrf5340dk_3
12218,infeasible,911.4297,911,nrf5340dk
12242,infeasible,1126.8203,1126,nrf5340dk
12274,infeasible,1123.4609,1123,nrf5340dk
12296,infeasible,905.3828,905,nrf5340dk
12301,infeasible,916.8203,916,nrf5340dk
12327,infeasible,960.3594,960,nrf5340dk
12366,infeasible,914.0312,914,nrf5340dk
12371,infeasible,874.2578,874,nrf5340dk
12384,infeasible,913.4609,913,nrf5340dk
12399,infeasible,1210.6797,1210,nrf5340dk
12411,infeasible,960.4531,960,nrf5340dk
12413,infeasible,916.8203,916,nrf5340dk
12414,infeasible,902.4688,902,nrf5340dk
12415,infeasible,859.2578,859,nrf5340dk
12432,infeasible,951.7969,951,nrf5340dk
12464,infeasible,1120.6719,1120,nrf5340dk
12469,infeasible,856.5547,856,nrf5340dk
12473,infeasible,874.2578,874,nrf5340dk
12477,infeasible,905.3828,905,nrf5340dk
12481,infeasible,914.0312,914,nrf5340dk
12483,infeasible,858.9141,858,nrf5340dk
12491,infeasible,1371.7969,1371,nrf5340dk
12492,infeasible,911.5312,911,nrf5340dk
12500,infeasible,905.3828,905,nrf5340dk
12501,infeasible,1121.625,1121,nrf5340dk
12503,infeasible,917.2734,917,nrf5340dk
12520,infeasible,856.5547,856,nrf5340dk
12552,infeasible,960.3594,960,nrf5340dk
12553,infeasible,914.0312,914,nrf5340dk
12568,infeasible,905.4766,905,nrf5340dk
12576,infeasible,913.9375,913,nrf5340dk
12579,infeasible,905.3828,905,nrf5340dk
12586,infeasible,902.8672,902,nrf5340dk
12598,infeasible,1000.6797,1000,nrf5340dk
12606,infeasible,1000.6797,1000,nrf5340dk
12608,infeasible,1123.9375,1123,nrf5340dk
12626,infeasible,911.6172,911,nrf5340dk
12630,infeasible,750.3594,,nrf5340dk_2
12641,infeasible,870.4062,870,nrf5340dk
12650,infeasible,747.0938,,nrf5340dk_2
12677,infeasible,1164.3047,1164,nrf5340dk
12680,infeasible,856.5781,856,nrf5340dk
12687,infeasible,1124.5469,1124,nrf5340dk
12692,infeasible,1210.6797,1210,nrf5340dk
12698,infeasible,917.3672,917,nrf5340dk
12702,infeasible,916.8203,916,nrf5340dk
12724,infeasible,914.5469,914,nrf5340dk
12726,infeasible,1380.4531,1380,nrf5340dk
12739,infeasible,908.7344,908,nrf5340dk
12748,infeasible,907.8828,907,nrf5340dk
12759,infeasible,1161.7109,1161,nrf5340dk
12761,infeasible,913.4609,913,nrf5340dk
12763,infeasible,868.4609,868,nrf5340dk
12794,infeasible,916.8203,916,nrf5340dk
12808,infeasible,865.1172,865,nrf5340dk
12811,infeasible,870.4062,870,nrf5340dk
12819,infeasible,750.3594,,nrf5340dk_3
12821,infeasible,868.1328,868,nrf5340dk
12832,infeasible,868.0391,868,nrf5340dk
12838,infeasible,916.8203,916,nrf5340dk
12845,infeasible,914.4531,914,nrf5340dk
12848,infeasible,951.7109,951,nrf5340dk
12862,infeasible,905.3828,905,nrf5340dk
12863,infeasible,902.8672,902,nrf5340dk
12866,infeasible,908.7344,908,nrf5340dk
12882,infeasible,908.7344,908,nrf5340dk
12887,infeasible,1000.6797,1000,nrf5340dk
12888,infeasible,873.7422,873,nrf5340dk
12910,infeasible,865.2031,865,nrf5340dk
12916,infeasible,1161.7031,1161,nrf5340dk
12917,infeasible,874.2578,874,nrf5340dk
12919,infeasible,1167.0938,1167,nrf5340dk
12922,infeasible,750.4531,,nrf5340dk_3
12933,infeasible,913.4609,913,nrf5340dk
12934,infeasible,865.7578,865,nrf5340dk
12943,infeasible,914.0312,914,nrf5340dk
12946,infeasible,856.5547,856,nrf5340dk
12950,infeasible,865.2031,865,nrf5340dk
12967,infeasible,908.0781,908,nrf5340dk
12991,infeasible,1161.7969,1161,nrf5340dk
13007,infeasible,917.2812,917,nrf5340dk
13014,infeasible,908.8203,908,nrf5340dk
13016,infeasible,874.2578,874,nrf5340dk
13019,infeasible,960.4531,960,nrf5340dk
13045,infeasible,910.6719,910,nrf5340dk
13054,infeasible,1170.4531,1170,nrf5340dk
13056,infeasible,1118.2734,1118,nrf5340dk
13063,infeasible,911.5234,911,nrf5340dk
13066,infeasible,870.4062,870,nrf5340dk
13068,infeasible,951.7031,951,nrf5340dk
13075,infeasible,874.2578,874,nrf5340dk
13082,infeasible,867.9844,867,nrf5340dk
13109,infeasible,916.8203,916,nrf5340dk
13111,infeasible,750.4531,,nrf5340dk_1
13114,infeasible,865.1172,865,nrf5340dk
13123,infeasible,960.4609,960,nrf5340dk
13127,infeasible,905.3828,905,nrf5340dk
13128,infeasible,913.9375,913,nrf5340dk
13132,infeasible,1167.0,1167,nrf5340dk
13139,infeasible,859.0703,859,nrf5340dk
13162,infeasible,957.0,957,nrf5340dk
13220,infeasible,1127.3906,1127,nrf5340dk
13234,infeasible,913.4609,913,nrf5340dk
13237,infeasible,747.0938,,nrf5340dk_2
13250,infeasible,960.4531,960,nrf5340dk
13279,infeasible,856.5547,856,nrf5340dk
13295,infeasible,873.7422,873,nrf5340dk
13298,infeasible,873.7422,873,nrf5340dk
13301,infeasible,856.5547,856,nrf5340dk
13318,infeasible,868.4609,868,nrf5340dk
13323,infeasible,790.6797,,nrf5340dk_3
13325,infeasible,910.6719,910,nrf5340dk
13326,infeasible,1164.3047,1164,nrf5340dk
13345,infeasible,902.875,902,nrf5340dk
13356,infeasible,1130.1562,1130,nrf5340dk
13359,infeasible,910.5859,910,nrf5340dk
13364,infeasible,750.4609,,nrf5340dk_1
13368,infeasible,865.1172,865,nrf5340dk
13371,infeasible,916.8203,916,nrf5340dk
13374,infeasible,868.1328,868,nrf5340dk
13376,infeasible,861.8516,861,nrf5340dk
13382,infeasible,1170.4531,1170,nrf5340dk
13390,infeasible,957.0,957,nrf5340dk
13402,infeasible,910.5781,910,nrf5340dk
13403,infeasible,1380.3594,1380,nrf5340dk
13417,infeasible,864.5469,864,nrf5340dk
13431,infeasible,913.4609,913,nrf5340dk
13436,infeasible,864.7812,864,nrf5340dk
13450,infeasible,911.75,911,nrf5340dk
13451,infeasible,874.2578,874,nrf5340dk
13461,infeasible,1127.3672,1127,nrf5340dk
13479,infeasible,914.0312,914,nrf5340dk
13503,infeasible,1115.3828,1115,nrf5340dk
13507,infeasible,1170.3594,1170,nrf5340dk
13528,infeasible,916.8203,916,nrf5340dk
13532,infeasible,957.5625,957,nrf5340dk
13539,infeasible,916.8203,916,nrf5340dk
13548,infeasible,868.6953,868,nrf5340dk
13552,infeasible,951.7969,951,nrf5340dk
13555,infeasible,868.1328,868,nrf5340dk
13560,infeasible,1170.3594,1170,nrf5340dk
13561,infeasible,747.0,,nrf5340dk_1
13572,infeasible,750.3594,,nrf5340dk_1
13581,infeasible,920.1562,920,nrf5340dk
13582,infeasible,750.4531,,nrf5340dk_3
13585,infeasible,861.7578,861,nrf5340dk
13591,infeasible,750.4531,,nrf5340dk_1
13598,infeasible,862.8516,862,nrf5340dk
13610,infeasible,960.3594,960,nrf5340dk
13636,infeasible,917.3672,917,nrf5340dk
13647,infeasible,905.3828,905,nrf5340dk
13654,infeasible,856.5547,856,nrf5340dk
13672,infeasible,856.5547,856,nrf5340dk
13700,infeasible,790.6797,,nrf5340dk_1
13707,infeasible,868.6875,868,nrf5340dk
13714,infeasible,1167.0,1167,nrf5340dk
13717,infeasible,790.6797,,nrf5340dk_3
13718,infeasible,867.6172,867,nrf5340dk
13741,infeasible,870.9141,870,nrf5340dk
13787,infeasible,871.4766,871,nrf5340dk
13788,infeasible,871.3281,871,nrf5340dk
13789,infeasible,871.4766,871,nrf5340dk
13801,infeasible,1120.6719,1120,nrf5340dk
13803,infeasible,911.4297,911,nrf5340dk
13809,infeasible,905.3828,905,nrf5340dk
13814,infeasible,902.8672,902,nrf5340dk
13816,infeasible,914.0391,914,nrf5340dk
13825,infeasible,747.5625,,nrf5340dk_1
13832,infeasible,1161.7969,1161,nrf5340dk
13834,infeasible,865.1172,865,nrf5340dk
13859,infeasible,856.5547,856,nrf5340dk
13879,infeasible,747.1016,,nrf5340dk_3
13890,infeasible,1161.7969,1161,nrf5340dk
13907,infeasible,750.4609,,nrf5340dk_3
13920,infeasible,914.0312,914,nrf5340dk
13925,infeasible,910.6719,910,nrf5340dk
13950,infeasible,916.8203,916,nrf5340dk
13963,infeasible,960.3594,960,nrf5340dk
13965,infeasible,916.8203,916,nrf5340dk
13981,infeasible,1120.5781,1120,nrf5340dk
13991,infeasible,910.5781,910,nrf5340dk
13995,infeasible,1126.8203,1126,nrf5340dk
13997,infeasible,908.1797,908,nrf5340dk
13999,infeasible,954.2031,954,nrf5340dk
